AREA,CODE
"Harlan, KY",2031
"Harlan, NE",2631
"Harmon, OK",1149
"Harnett, NC",338
"Harney, OR",1105
"Harper, KS",2919
"Harper, OK",1146
"Harris, GA",1714
"Harris, TX",1157
"Harrison, IA",1000
"Harrison, IN",1619
"Harrison, KY",1877
"Harrison, MO",2881
"Harrison, MS",1264
"Harrison, OH",982
"Harrison, TX",1459
"Harrison, WV",476
"Harrisonburg City, VA",605
"Hart, GA",1797
"Hart, KY",1887
"Hartford, CT",41
"Hartley, TX",2917
"Harvey, KS",1678
"Haskell, KS",2961
"Haskell, OK",1036
"Haskell, TX",2554
"Hatillo, PR",2560
"Hawaii, HI",224
"Hawkins, TN",1492
"Hayes, NE",2827
"Hays, TX",1285
"Haywood, NC",535
"Haywood, TN",2252
"Heard, GA",2331
"Hemphill, TX",2975
"Hempstead, AR",882
"Henderson, IL",2768
"Henderson, KY",1555
"Henderson, NC",354
"Henderson, TN",1759
"Henderson, TX",1409
"Hendricks, IN",1298
"Hendry, FL",1622
"Hennepin, MN",25
"Henrico, VA",148
"Henry, AL",960
"Henry, GA",1252
"Henry, IA",2635
"Henry, IL",1981
"Henry, IN",1534
"Henry, KY",1926
"Henry, MO",1831
"Henry, OH",812
"Henry, TN",1710
"Henry, VA",563
"Herkimer, NY",500
"Hernando, FL",1274
"Hertford, NC",851
"Hettinger, ND",3028
"Hickman, KY",2627
"Hickman, TN",850
"Hickory, MO",2004
"Hidalgo, NM",2945
"Hidalgo, TX",1176
"Highland, OH",653
"Highland, VA",2451
"Highlands, FL",1366
"Hill, MT",2277
"Hill, TX",1670
"Hillsborough, FL",1163
"Hillsborough, NH",1202
"Hillsdale, MI",1552
"Hinds, MS",1242
"Hinsdale, CO",2453
"Hitchcock, NE",1150
"Hocking, OH",796
"Hockley, TX",2218
"Hodgeman, KS",3050
"Hoke, NC",618
"Holmes, FL",2243
"Holmes, MS",2842
"Holmes, OH",667
"Holt, MO",2944
"Holt, NE",2589
"Honolulu, HI",31
"Hood River, OR",887
"Hood, TX",1524
"Hooker, NE",2831
"Hopewell City, VA",883
"Hopkins, KY",619
"Hopkins, TX",1668
"Horry, SC",166
"Hot Spring, AR",769
"Hot Springs, WY",2949
"Houghton, MI",1647
"Houston, AL",367
"Houston, GA",1304
"Houston, MN",2251
"Houston, TN",2395
"Houston, TX",2212
"Howard, AR",1023
"Howard, IA",1079
"Howard, IN",1398
"Howard, MD",157
"Howard, MO",2873
"Howard, NE",2616
"Howard, TX",1672
"Howell, MO",1610
"Hubbard, MN",1861
"Hudson, NJ",67
"Hudspeth, TX",2983
"Huerfano, CO",2144
"Hughes, OK",1015
"Hughes, SD",3090
"Humacao, PR",2006
"Humboldt, CA",299
"Humboldt, IA",2536
"Humboldt, NV",972
"Humphreys, MS",2679
"Humphreys, TN",1881
"Hunt, TX",418
"Hunterdon, NJ",311
"Huntingdon, PA",631
"Huntington, IN",1641
"Huron, MI",1695
"Huron, OH",531
"Hutchinson, TX",2226
"Hyde, NC",2783
"Iberia, LA",1430
"Iberville, LA",2478
"Ida, IA",2653
"Idaho, ID",1917
"Imperial, CA",236
"Independence, AR",732
"Indian River, FL",1309
"Indiana, PA",407
"Ingham, MI",1223
"Inyo, CA",938
"Ionia, MI",1467
"Iosco, MI",1786
"Iowa, IA",973
"Iowa, WI",865
"Iredell, NC",261
"Irion, TX",3062
"Iron, MI",2332
"Iron, MO",2348
"Iron, UT",1556
"Iron, WI",1129
"Iroquois, IL",1731
"Irwin, GA",2363
"Isabela, PR",2154
"Isabella, MI",1438
"Isanti, MN",713
"Island, WA",437
"Isle of Wight, VA",1667
"Itasca, MN",638
"Itawamba, MS",2214
"Izard, AR",1943
"Jack, TX",2680
"Jackson, AL",567
"Jackson, AR",2260
"Jackson, FL",1530
"Jackson, GA",1478
"Jackson, IA",2464
"Jackson, IL",1479
"Jackson, IN",1590
"Jackson, KS",2314
"Jackson, KY",2312
"Jackson, LA",2699
"Jackson, MI",1282
"Jackson, MN",2591
"Jackson, MO",1181
"Jackson, MS",1305
"Jackson, NC",691
"Jackson, OH",761
"Jackson, OK",829
"Jackson, OR",205
"Jackson, TN",2336
"Jackson, TX",2298
"Jackson, WI",919
"Jackson, WV",2032
"James City, VA",485
"Jasper, GA",1942
"Jasper, IA",729
"Jasper, IL",2746
"Jasper, IN",759
"Jasper, MO",1334
"Jasper, MS",2266
"Jasper, SC",849
"Jasper, TX",1658
"Jay, IN",2236
"Jeff Davis, GA",2287
"Jeff Davis, TX",3035
"Jefferson Davis, LA",1718
"Jefferson Davis, MS",2673
"Jefferson, AL",66
"Jefferson, AR",445
"Jefferson, CO",86
"Jefferson, FL",2102
"Jefferson, GA",2569
"Jefferson, IA",966
"Jefferson, ID",1777
"Jefferson, IL",1624
"Jefferson, IN",1708
"Jefferson, KS",1874
"Jefferson, KY",57
"Jefferson, LA",1197
"Jefferson, MO",194
"Jefferson, MS",2894
"Jefferson, MT",2000
"Jefferson, NE",2611
"Jefferson, NY",334
"Jefferson, OH",1442
"Jefferson, OK",2615
"Jefferson, OR",895
"Jefferson, PA",636
"Jefferson, TN",582
"Jefferson, TX",1238
"Jefferson, WA",793
"Jefferson, WI",423
"Jefferson, WV",566
"Jenkins, GA",2759
"Jennings, IN",1744
"Jerome, ID",1828
"Jersey, IL",1825
"Jessamine, KY",607
"Jewell, KS",3005
"Jim Hogg, TX",2935
"Jim Wells, TX",2014
"Jo Daviess, IL",1826
"Johnson, AR",1791
"Johnson, GA",2745
"Johnson, IA",308
"Johnson, IL",2116
"Johnson, IN",1306
"Johnson, KS",1187
"Johnson, KY",2057
"Johnson, MO",1516
"Johnson, NE",2690
"Johnson, TN",1885
"Johnson, TX",276
"Johnson, WY",2388
"Johnston, NC",241
"Johnston, OK",1059
"Jones, GA",1743
"Jones, IA",2240
"Jones, MS",1450
"Jones, NC",1074
"Jones, TX",2497
"Josephine, OR",428
"Juab, UT",2870
"Judith Basin, MT",3044
"Juncos, PR",2455
"Juneau, AK",1720
"Juneau, WI",827
"Juniata, PA",852
"Kalamazoo, MI",1239
"Kalkaska, MI",1901
"Kanabec, MN",974
"Kanawha, WV",221
"Kandiyohi, MN",669
"Kane, IL",1190
"Kane, UT",2142
"Kankakee, IL",1339
"Karnes, TX",2848
"Kauai, HI",483
"Kaufman, TX",360
"Kay, OK",624
"Kearney, NE",2614
"Kearny, KS",2970
"Keith, NE",2397
"Kemper, MS",2867
"Kenai Peninsula, AK",1501
"Kendall, IL",1337
"Kendall, TX",1689
"Kenedy, TX",3085
"Kennebec, ME",323
"Kenosha, WI",246
"Kent, DE",252
"Kent, MD",922
"Kent, MI",1184
"Kent, RI",247
"Kent, TX",3078
"Kenton, KY",260
"Keokuk, IA",2351
"Kern, CA",44
"Kerr, TX",1532
"Kershaw, SC",518
"Ketchikan Gateway, AK",2313
"Kewaunee, WI",917
"Keweenaw, MI",2812
"Keya Paha, NE",2828
"Kimball, NE",2630
"Kimble, TX",2952
"King George, VA",866
"King William, VA",978
"King and Queen, VA",2769
"King, WA",11
"Kingfisher, OK",998
"Kingman, KS",2406
"Kings, CA",274
"Kings, NY",5
"Kingsbury, SD",2939
"Kinney, TX",2981
"Kiowa, CO",2824
"Kiowa, KS",3025
"Kiowa, OK",1081
"Kit Carson, CO",2544
"Kitsap, WA",176
"Kittitas, WA",687
"Kittson, MN",2954
"Klamath, OR",489
"Kleberg, TX",2026
"Klickitat, WA",1862
"Knott, KY",2724
"Knox, IL",1513
"Knox, IN",705
"Knox, KY",2027
"Knox, ME",696
"Knox, MO",2966
"Knox, NE",2600
"Knox, OH",522
"Knox, TN",111
"Kodiak Island, AK",2524
"Koochiching, MN",2525
"Kootenai, ID",1307
"Kosciusko, IN",1411
"Kossuth, IA",2638
"La Crosse, WI",339
"La Paz, AZ",918
"La Plata, CO",583
"La Porte, IN",1342
"La Salle, IL",1338
"La Salle, LA",2701
"La Salle, TX",2904
"Labette, KS",1843
"Lac Qui Parle, MN",1110
"Lackawanna, PA",197
"Laclede, MO",1663
"Lafayette, AR",1101
"Lafayette, FL",2465
"Lafayette, LA",1247
"Lafayette, MO",1690
"Lafayette, MS",1548
"Lafayette, WI",1905
"Lafourche, LA",1370
"Lagrange, IN",1640
"Lake of the Woods, MN",2794
"Lake, CA",499
"Lake, CO",2466
"Lake, FL",1218
"Lake, IL",1177
"Lake, IN",95
"Lake, MI",1958
"Lake, MN",1061
"Lake, MT",1741
"Lake, OH",187
"Lake, OR",2404
"Lake, SD",2343
"Lake, TN",2407
"Lamar, AL",2729
"Lamar, GA",1884
"Lamar, MS",1498
"Lamar, TX",1529
"Lamb, TX",2299
"Lamoille, VT",858
"Lamoure, ND",2964
"Lampasas, TX",1870
"Lancaster, NE",159
"Lancaster, PA",88
"Lancaster, SC",449
"Lancaster, VA",1050
"Lander, NV",1130
"Lane, KS",3056
"Lane, OR",133
"Langlade, WI",1994
"Lanier, GA",2129
"Lapeer, MI",1387
"Laramie, WY",1379
"Larimer, CO",151
"Larue, KY",2105
"Las Animas, CO",989
"Las Piedras, PR",2459
"Lassen, CA",745
"Latah, ID",1638
"Latimer, OK",1054
"Lauderdale, AL",397
"Lauderdale, MS",1406
"Lauderdale, TN",2482
"Laurel, KY",1980
"Laurens, GA",1539
"Laurens, SC",486
"Lavaca, TX",2249
"Lawrence, AL",752
"Lawrence, AR",958
"Lawrence, IL",2271
"Lawrence, IN",1557
"Lawrence, KY",2726
"Lawrence, MO",1627
"Lawrence, MS",2703
"Lawrence, OH",511
"Lawrence, PA",401
"Lawrence, SD",1814
"Lawrence, TN",1598
"Le Sueur, MN",817
"LeFlore, OK",590
"Lea, NM",2165
"Leake, MS",2055
"Leavenworth, KS",1417
"Lebanon, PA",303
"Lee, AL",289
"Lee, AR",2590
"Lee, FL",1183
"Lee, GA",1750
"Lee, IA",739
"Lee, IL",1654
"Lee, KY",2762
"Lee, MS",1395
"Lee, NC",541
"Lee, SC",2721
"Lee, TX",2505
"Lee, VA",839
"Leelanau, MI",1839
"Leflore, MS",2180
"Lehigh, PA",136
"Lemhi, ID",1974
"Lenawee, MI",1364
"Lenoir, NC",533
"Leon, FL",1226
"Leon, TX",2088
"Leslie, KY",2736
"Letcher, KY",2716
"Levy, FL",1606
"Lewis and Clark, MT",1471
"Lewis, ID",2713
"Lewis, KY",2523
"Lewis, MO",3095
"Lewis, NY",823
"Lewis, TN",3094
"Lewis, WA",453
"Lewis, WV",1915
"Lexington City, VA",1112
"Lexington, SC",169
"Liberty, FL",2758
"Liberty, GA",1470
"Liberty, MT",3036
"Liberty, TX",1420
"Licking, OH",245
"Limestone, AL",1397
"Limestone, TX",1822
"Lincoln, AR",1012
"Lincoln, CO",2621
"Lincoln, GA",2140
"Lincoln, ID",2937
"Lincoln, KS",2998
"Lincoln, KY",1805
"Lincoln, LA",2169
"Lincoln, ME",750
"Lincoln, MN",2657
"Lincoln, MO",571
"Lincoln, MS",2694
"Lincoln, MT",1869
"Lincoln, NC",440
"Lincoln, NE",734
"Lincoln, NM",1859
"Lincoln, NV",1134
"Lincoln, OK",753
"Lincoln, OR",628
"Lincoln, SD",1570
"Lincoln, TN",1691
"Lincoln, WA",2533
"Lincoln, WI",803
"Lincoln, WV",2227
"Lincoln, WY",1889
"Linn, IA",1249
"Linn, KS",2133
"Linn, MO",2321
"Linn, OR",332
"Lipscomb, TX",2997
"Litchfield, CT",222
"Little River, AR",1032
"Live Oak, TX",2337
"Livingston, IL",1984
"Livingston, KY",2365
"Livingston, LA",1324
"Livingston, MI",1266
"Livingston, MO",2098
"Livingston, NY",495
"Llano, TX",1871
"Logan, AR",1829
"Logan, CO",878
"Logan, IL",1727
"Logan, KS",3018
"Logan, KY",1769
"Logan, ND",3048
"Logan, NE",2830
"Logan, OH",632
"Logan, OK",675
"Logan, WV",2020
"Long, GA",1936
"Lonoke, AR",480
"Lorain, OH",150
"Los Alamos, NM",2261
"Los Angeles, CA",1
"Loudon, TN",608
"Loudoun, VA",146
"Louisa, IA",1051
"Louisa, VA",762
"Love, OK",1082
"Lowndes, AL",2737
"Lowndes, GA",1350
"Lowndes, MS",1481
"Lubbock, TX",1224
"Lucas, IA",2755
"Lucas, OH",107
"Luce, MI",2550
"Lumpkin, GA",1730
"Luna, NM",1799
"Lunenburg, VA",1034
"Luquillo, PR",2457
"Luzerne, PA",141
"Lycoming, PA",335
"Lynchburg City, VA",452
"Lynn, TX",2922
"Lyon, IA",2644
"Lyon, KS",1685
"Lyon, KY",1973
"Lyon, MN",2485
"Lyon, NV",578
"Mackinac, MI",1959
"Macomb, MI",1173
"Macon, AL",2231
"Macon, GA",2292
"Macon, IL",1345
"Macon, MO",2096
"Macon, NC",755
"Macon, TN",890
"Macoupin, IL",1542
"Madera, CA",277
"Madison, AL",138
"Madison, AR",986
"Madison, FL",2074
"Madison, GA",1754
"Madison, IA",987
"Madison, ID",1637
"Madison, IL",1230
"Madison, IN",1317
"Madison, KY",426
"Madison, LA",2704
"Madison, MO",1952
"Madison, MS",1373
"Madison, MT",1975
"Madison, NC",913
"Madison, NE",746
"Madison, NY",463
"Madison, OH",658
"Madison, TN",381
"Madison, TX",2307
"Madison, VA",1028
"Magoffin, KY",2857
"Mahaska, IA",885
"Mahnomen, MN",2932
"Mahoning, OH",181
"Major, OK",1102
"Malheur, OR",785
"Manassas City, VA",712
"Manassas Park City, VA",1006
"Manatee, FL",1211
"Manistee, MI",1806
"Manitowoc, WI",431
"Marathon, WI",302
"Marengo, AL",901
"Maricopa, AZ",2
"Maries, MO",2374
"Marin, CA",174
"Marinette, WI",676
"Marion, AL",789
"Marion, AR",1909
"Marion, FL",1210
"Marion, GA",2756
"Marion, IA",760
"Marion, IL",2476
"Marion, IN",1171
"Marion, KS",2323
"Marion, KY",929
"Marion, MO",1739
"Marion, MS",2195
"Marion, OH",487
"Marion, OR",145
"Marion, SC",1696
"Marion, TN",1752
"Marion, TX",2350
"Marion, WV",1494
"Mariposa, CA",945
"Marlboro, SC",2188
"Marquette, MI",1453
"Marquette, WI",992
"Marshall, AL",396
"Marshall, IA",1608
"Marshall, IL",2324
"Marshall, IN",1551
"Marshall, KS",2874
"Marshall, KY",1719
"Marshall, MN",2593
"Marshall, MS",2174
"Marshall, OK",983
"Marshall, TN",1725
"Marshall, WV",766
"Martin, FL",1297
"Martin, IN",2352
"Martin, KY",2731
"Martin, MN",911
"Martin, NC",2051
"Martin, TX",2950
"Martinsville City, VA",1020
"Mason, IL",2639
"Mason, KY",2083
"Mason, MI",1742
"Mason, TX",2969
"Mason, WA",523
"Mason, WV",1763
"Massac, IL",2514
"Matagorda, TX",1645
"Matanuska Susitna, AK",1386
"Mathews, VA",1089
"Maui, HI",269
"Maury, TN",1404
"Maverick, TX",2167
"Mayaguez, PR",2156
"Mayes, OK",683
"McClain, OK",748
"McCone, MT",3058
"McCook, SD",2929
"McCormick, SC",1072
"McCracken, KY",1460
"McCreary, KY",2500
"McCulloch, TX",2399
"McCurtain, OK",763
"McDonald, MO",2215
"McDonough, IL",2179
"McDowell, NC",640
"McDowell, WV",2719
"McDuffie, GA",1838
"McHenry, IL",1215
"McHenry, ND",2710
"McIntosh, GA",2104
"McIntosh, ND",3016
"McIntosh, OK",920
"McKean, PA",656
"McKenzie, ND",2145
"McKinley, NM",2164
"McLean, IL",1277
"McLean, KY",2748
"McLean, ND",2681
"McLennan, TX",1243
"McLeod, MN",731
"McMinn, TN",1520
"McMullen, TX",3081
"McNairy, TN",1779
"McPherson, KS",2033
"McPherson, NE",2836
"McPherson, SD",3030
"Meade, KS",2953
"Meade, KY",806
"Meade, SD",1794
"Meagher, MT",3052
"Mecklenburg, NC",36
"Mecklenburg, VA",773
"Mecosta, MI",1586
"Medina, OH",238
"Medina, TX",1559
"Meeker, MN",872
"Meigs, OH",2211
"Meigs, TN",1956
"Menard, IL",2641
"Menard, TX",3038
"Mendocino, CA",414
"Menifee, KY",2429
"Menominee, MI",2207
"Menominee, WI",2444
"Merced, CA",171
"Mercer, IL",2507
"Mercer, KY",1850
"Mercer, MO",2976
"Mercer, ND",2396
"Mercer, NJ",130
"Mercer, OH",688
"Mercer, PA",333
"Mercer, WV",1475
"Meriwether, GA",1836
"Merrick, NE",1100
"Merrimack, NH",1296
"Mesa, CO",284
"Metcalfe, KY",2356
"Miami, IN",2018
"Miami, KS",1703
"Miami, OH",361
"Miami-Dade, FL",1158
"Middlesex, CT",248
"Middlesex, MA",17
"Middlesex, NJ",46
"Middlesex, VA",1058
"Midland, MI",1393
"Midland, TX",1312
"Mifflin, PA",623
"Milam, TX",2203
"Millard, UT",2326
"Mille Lacs, MN",833
"Miller, AR",655
"Miller, GA",2617
"Miller, MO",1804
"Mills, IA",996
"Mills, TX",2942
"Milwaukee, WI",33
"Mineral, CO",2454
"Mineral, MT",2445
"Mineral, NV",2440
"Mineral, WV",2038
"Mingo, WV",2196
"Minidoka, ID",2242
"Minnehaha, SD",1278
"Missaukee, MI",1933
"Mississippi, AR",2011
"Mississippi, MO",2521
"Missoula, MT",1349
"Mitchell, GA",2213
"Mitchell, IA",2588
"Mitchell, KS",2913
"Mitchell, NC",1924
"Mitchell, TX",2368
"Mobile, AL",118
"Modoc, CA",1077
"Moffat, CO",1022
"Mohave, AZ",213
"Moniteau, MO",2845
"Monmouth, NJ",68
"Mono, CA",1008
"Monona, IA",2749
"Monongalia, WV",386
"Monroe, AL",2717
"Monroe, AR",2607
"Monroe, FL",1431
"Monroe, GA",1773
"Monroe, IA",2608
"Monroe, IL",1698
"Monroe, IN",1310
"Monroe, KY",2740
"Monroe, MI",1290
"Monroe, MO",2382
"Monroe, MS",2477
"Monroe, NY",55
"Monroe, OH",2293
"Monroe, PA",240
"Monroe, TN",1573
"Monroe, WI",643
"Monroe, WV",2311
"Montague, TX",2072
"Montcalm, MI",1472
"Monterey, CA",116
"Montezuma, CO",840
"Montgomery, AL",188
"Montgomery, AR",1080
"Montgomery, GA",2751
"Montgomery, IA",1064
"Montgomery, IL",1729
"Montgomery, IN",1630
"Montgomery, KS",1666
"Montgomery, KY",1772
"Montgomery, MD",30
"Montgomery, MO",2117
"Montgomery, MS",2865
"Montgomery, NC",815
"Montgomery, NY",592
"Montgomery, OH",85
"Montgomery, PA",50
"Montgomery, TN",1275
"Montgomery, TX",1195
"Montgomery, VA",1375
"Montmorency, MI",1968
"Montour, PA",944
"Montrose, CO",682
"Moody, SD",2909
"Moore, NC",413
"Moore, TN",3089
"Moore, TX",2840
"Mora, NM",2946
"Morehouse, LA",2039
"Morgan, AL",325
"Morgan, CO",813
"Morgan, GA",1892
"Morgan, IL",1664
"Morgan, IN",1446
"Morgan, KY",2577
"Morgan, MO",1857
"Morgan, OH",997
"Morgan, TN",1837
"Morgan, UT",2539
"Morgan, WV",1895
"Morrill, NE",2625
"Morris, KS",2436
"Morris, NJ",97
"Morris, TX",2317
"Morrison, MN",1693
"Morrow, OH",1675
"Morrow, OR",1052
"Morton, KS",2999
"Morton, ND",2483
"Moultrie, IL",2100
"Mountrail, ND",2412
"Mower, MN",700
"Muhlenberg, KY",2480
"Multnomah, OR",58
"Murray, GA",1616
"Murray, MN",2385
"Murray, OK",1026
"Muscatine, IA",662
"Muscogee, GA",1262
"Muskegon, MI",1276
"Muskingum, OH",419
"Muskogee, OK",470
"Musselshell, MT",2956
"Nacogdoches, TX",1463
"Naguabo, PR",2561
"Nance, NE",1145
"Nantucket, MA",1073
"Napa, CA",297
"Nash, NC",388
"Nassau, FL",1429
"Nassau, NY",21
"Natchitoches, LA",2475
"Natrona, WY",1421
"Navajo, AZ",351
"Navarro, TX",1544
"Nelson, KY",657
"Nelson, ND",3002
"Nelson, VA",999
"Nemaha, KS",2872
"Nemaha, NE",2141
"Neosho, KS",2090
"Neshoba, MS",2186
"Ness, KS",3003
"Nevada, AR",1088
"Nevada, CA",378
"New Castle, DE",82
"New Hanover, NC",207
"New Haven, CT",43
"New Kent, VA",941
"New London, CT",164
"New York, NY",14
"Newaygo, MI",1538
"Newberry, SC",718
"Newport News City, VA",230
"Newport, RI",427
"Newton, AR",2398
"Newton, GA",1363
"Newton, IN",1007
"Newton, MO",1487
"Newton, MS",2665
"Newton, TX",2297
"Nez Perce, ID",1621
"Niagara, NY",195
"Nicholas, KY",2419
"Nicholas, WV",2046
"Nicollet, MN",772
"Niobrara, WY",3027
"Noble, IN",1547
"Noble, OH",2518
"Noble, OK",1048
"Nobles, MN",2233
"Nodaway, MO",2162
"Nolan, TX",2286
"Nome, AK",2879
"Norfolk City, VA",180
"Norfolk, MA",64
"Norman, MN",2654
"Northampton, NC",1833
"Northampton, PA",152
"Northampton, VA",1039
"Northumberland, PA",391
"Northumberland, VA",1951
"Norton City, VA",2447
"Norton, KS",2928
"Nottoway, VA",2512
"Nowata, OK",1068
"Noxubee, MS",2862
"Nuckolls, NE",1138
"Nueces, TX",1208
"Nye, NV",649
"O Brien, IA",2640
"Oakland, MI",1164
"Obion, TN",1716
"Ocean, NJ",77
"Oceana, MI",1771
"Ochiltree, TX",2871
"Oconee, GA",1702
"Oconee, SC",459
"Oconto, WI",1636
"Ogemaw, MI",1840
"Ogle, IL",1510
"Oglethorpe, GA",1932
"Ohio, IN",1126
"Ohio, KY",2054
"Ohio, WV",2171
"Okaloosa, FL",1267
"Okanogan, WA",685
"Okeechobee, FL",1614
"Okfuskee, OK",1043
"Oklahoma, OK",60
"Okmulgee, OK",694
"Oktibbeha, MS",1546
"Oldham, KY",527
"Oliver, ND",3054
"Olmsted, MN",287
"Oneida, ID",2960
"Oneida, NY",185
"Oneida, WI",1655
"Onondaga, NY",102
"Onslow, NC",1271
"Ontario, NY",346
"Ontonagon, MI",2773
"Orange, CA",4
"Orange, FL",1165
"Orange, IN",1995
"Orange, NC",1315
"Orange, NY",128
"Orange, TX",1400
"Orange, VA",758
"Orange, VT",799
"Orangeburg, SC",399
"Oregon, MO",2127
"Orleans, LA",1207
"Orleans, NY",661
"Orleans, VT",822
"Osage, KS",2092
"Osage, MO",2303
"Osage, OK",613
"Osborne, KS",2972
"Osceola, FL",1231
"Osceola, IA",2655
"Osceola, MI",1820
"Oscoda, MI",1972
"Oswego, NY",324
"Otero, CO",936
"Otero, NM",1468
"Otoe, NE",985
"Otsego, MI",1812
"Otsego, NY",513
"Ottawa, KS",2433
"Ottawa, MI",1235
"Ottawa, OH",681
"Ottawa, OK",782
"Otter Tail, MN",1491
"Ouachita, AR",832
"Ouachita, LA",1289
"Ouray, CO",1139
"Outagamie, WI",234
"Overton, TN",1835
"Owen, IN",1845
"Owen, KY",1063
"Owyhee, ID",2338
"Oxford, ME",542
"Ozark, MO",2132
"Ozaukee, WI",417
"Pacific, WA",908
"Page, IA",979
"Page, VA",1815
"Palm Beach, FL",1162
"Palo Alto, IA",2594
"Palo Pinto, TX",1755
"Pamlico, NC",1948
"Panola, MS",1676
"Panola, TX",2208
"Park, CO",975
"Park, MT",1923
"Park, WY",1753
"Parke, IN",2084
"Parker, TX",330
"Parmer, TX",2869
"Pasco, FL",1194
"Pasquotank, NC",689
"Passaic, NJ",93
"Patrick, VA",940
"Paulding, GA",1300
"Paulding, OH",930
"Pawnee, KS",2423
"Pawnee, NE",2807
"Pawnee, OK",2273
"Payette, ID",1827
"Payne, OK",446
"Peach, GA",1760
"Pearl River, MS",1496
"Pecos, TX",2284
"Pembina, ND",2896
"Pemiscot, MO",2258
"Pend Oreille, WA",1033
"Pender, NC",576
"Pendleton, KY",2575
"Pendleton, WV",2411
"Pennington, MN",1018
"Pennington, SD",1361
"Penobscot, ME",273
"Peoria, IL",1265
"Pepin, WI",2415
"Perkins, NE",2805
"Perkins, SD",3011
"Perquimans, NC",1944
"Perry, AL",2743
"Perry, AR",1070
"Perry, IL",2489
"Perry, IN",2073
"Perry, KY",2036
"Perry, MO",1876
"Perry, MS",2674
"Perry, OH",737
"Perry, PA",629
"Perry, TN",2403
"Pershing, NV",2472
"Person, NC",1618
"Petersburg City, VA",776
"Petersburg, AK",2798
"Petroleum, MT",3084
"Pettis, MO",1592
"Phelps, MO",1566
"Phelps, NE",2597
"Philadelphia, PA",15
"Phillips, AR",894
"Phillips, CO",2660
"Phillips, KS",2437
"Phillips, MT",2962
"Piatt, IL",1907
"Pickaway, OH",551
"Pickens, AL",2244
"Pickens, GA",1735
"Pickens, SC",326
"Pickett, TN",3098
"Pierce, GA",2253
"Pierce, ND",2959
"Pierce, NE",1108
"Pierce, WA",52
"Pierce, WI",686
"Pike, AL",770
"Pike, AR",2339
"Pike, GA",1891
"Pike, IL",2571
"Pike, IN",2319
"Pike, KY",2008
"Pike, MO",1882
"Pike, MS",1609
"Pike, OH",804
"Pike, PA",1489
"Pima, AZ",29
"Pinal, AZ",126
"Pine, MN",795
"Pinellas, FL",1170
"Pipestone, MN",2747
"Piscataquis, ME",954
"Pitkin, CO",963
"Pitt, NC",242
"Pittsburg, OK",633
"Pittsylvania, VA",503
"Placer, CA",137
"Plaquemines, LA",2216
"Platte, MO",1383
"Platte, NE",778
"Platte, WY",2386
"Pleasants, WV",2609
"Plumas, CA",926
"Plymouth, IA",846
"Plymouth, MA",96
"Pocahontas, IA",1107
"Pocahontas, WV",1971
"Poinsett, AR",853
"Pointe Coupee, LA",2220
"Polk, AR",915
"Polk, FL",1185
"Polk, GA",1602
"Polk, IA",112
"Polk, MN",2161
"Polk, MO",1722
"Polk, NC",1858
"Polk, NE",2622
"Polk, OR",454
"Polk, TN",967
"Polk, TX",1564
"Polk, WI",646
"Ponce, PR",2148
"Pondera, MT",2915
"Pontotoc, MS",2185
"Pontotoc, OK",719
"Pope, AR",517
"Pope, IL",2791
"Pope, MN",2586
"Poquoson City, VA",1953
"Portage, OH",255
"Portage, WI",472
"Porter, IN",250
"Portsmouth City, VA",389
"Posey, IN",1784
"Pottawatomie, KS",1844
"Pottawatomie, OK",475
"Pottawattamie, IA",395
"Potter, PA",955
"Potter, SD",3037
"Potter, TX",1330
"Powder River, MT",3057
"Powell, KY",2115
"Powell, MT",2422
"Power, ID",2892
"Poweshiek, IA",935
"Powhatan, VA",1756
"Prairie, AR",1092
"Prairie, MT",3071
"Pratt, KS",2003
"Preble, OH",668
"Prentiss, MS",2202
"Presidio, TX",2409
"Presque Isle, MI",1945
"Preston, WV",1686
"Price, WI",1011
"Prince Edward, VA",869
"Prince George, VA",1657
"Prince Georges, MD",42
"Prince William, VA",120
"Providence, RI",70
"Prowers, CO",2642
"Pueblo, CO",263
"Pulaski, AR",124
"Pulaski, GA",2120
"Pulaski, IL",2777
"Pulaski, IN",2111
"Pulaski, KY",1473
"Pulaski, MO",1519
"Pulaski, VA",747
"Pushmataha, OK",1047
"Putnam, FL",1426
"Putnam, GA",1852
"Putnam, IL",2552
"Putnam, IN",1633
"Putnam, MO",2941
"Putnam, NY",373
"Putnam, OH",749
"Putnam, TN",1432
"Putnam, WV",1500
"Quay, NM",2540
"Quebradillas, PR",2563
"Queen Annes, MD",610
"Queens, NY",7
"Quitman, GA",2633
"Quitman, MS",2884
"Rabun, GA",1916
"Racine, WI",218
"Radford City, VA",2508
"Rains, TX",1961
"Raleigh, WV",1408
"Ralls, MO",2535
"Ramsey, MN",92
"Ramsey, ND",2531
"Randall, TX",1332
"Randolph, AL",877
"Randolph, AR",947
"Randolph, GA",2764
"Randolph, IL",1688
"Randolph, IN",2047
"Randolph, MO",1796
"Randolph, NC",1301
"Randolph, WV",1736
"Rankin, MS",1302
"Ransom, ND",2931
"Rapides, LA",1318
"Rappahannock, VA",1106
"Ravalli, MT",1611
"Rawlins, KS",3026
"Ray, MO",1821
"Reagan, TX",2989
"Real, TX",2994
"Red Lake, MN",2793
"Red River, LA",2709
"Red River, TX",2672
"Red Willow, NE",1057
"Redwood, MN",2279
